City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
614,Likasi,CD,61.05,overcast clouds,-10.9814,26.7333,TABERNACLE DE LIKASI
617,Pingdingshan,CN,52.95,overcast clouds,33.7385,113.3012,Chengfu Hotel
619,San Angelo,US,78.01,clear sky,31.4638,-100.43700000000001,"Motel 6 San Angelo, TX"
622,Upata,VE,76.42,overcast clouds,8.0086,-62.3989,Posada Villa Nela
623,Suriapet,IN,77.0,scattered clouds,17.15,79.6167,OYO 45679 Hotel Tirumala Grand
632,Lima,PE,75.0,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
635,Oistins,BB,78.8,volcanic ash,13.0667,-59.5333,Butterfly Beach Hotel
637,Antofagasta,CL,72.0,scattered clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
642,Iracoubo,GF,78.33,broken clouds,5.4802,-53.2011,Le Gite D Iracoubo
644,Keroka,KE,54.75,overcast clouds,-0.7758,34.9453,Bunker Hotel Keroka
645,Riachao,BR,77.47,broken clouds,-7.3619,-46.6172,Pousada Nordestina
647,Bahir Dar,ET,76.5,broken clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
648,Garowe,SO,71.49,clear sky,8.4054,48.4845,Curubo Hotel
650,Banjar,ID,78.8,scattered clouds,-8.19,114.9675,The Hamsa Resort
652,Alice Springs,AU,57.99,clear sky,-23.7,133.8833,Desert Palms Alice Springs
653,Matay,EG,54.01,clear sky,28.419,30.7792,Nag Aespen
655,Treuchtlingen,DE,50.0,broken clouds,48.95,10.9167,Gasthof Zum Goldenen Lamm
656,Bismarck,US,69.8,clear sky,46.8083,-100.7837,Ramkota Hotel & Conference Center
658,Alyangula,AU,71.6,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
659,Junction City,US,64.99,few clouds,39.0286,-96.8314,Comfort Inn & Suites Junction City - Near Fort Riley
660,La Rochelle,FR,55.4,broken clouds,46.1667,-1.15,Hotel Henri IV
661,Pitimbu,BR,77.0,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
663,Tezpur,IN,72.05,clear sky,26.6333,92.8,Hotel Kanyapur
664,Rasra,IN,79.16,clear sky,25.85,83.85,shree nath singh
665,Naze,JP,62.56,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
668,Tezu,IN,66.4,light rain,27.9167,96.1667,Circuit House
669,Kununurra,AU,68.0,overcast clouds,-15.7667,128.7333,Hotel Kununurra
671,Puerto Colombia,CO,78.8,drizzle,10.9878,-74.9547,Hotel El Emigrante
673,Bunbury,AU,57.99,light rain,-33.3333,115.6333,Bunbury Hotel Koombana Bay
674,Matata,NZ,69.01,broken clouds,-37.8833,176.75,paradise cabins
677,Codrington,AU,52.07,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
678,Doha,QA,77.0,clear sky,25.2867,51.5333,Movenpick Hotel Doha
679,Beyneu,KZ,60.6,scattered clouds,45.3167,55.2,NUR
681,Quzhou,CN,55.96,light rain,28.9594,118.8686,Quzhou Jiujiu Business Hotel
684,Alangayam,IN,69.66,clear sky,12.6,78.75,Sri Bhuvaneshwari Mahal
689,Vinh,VN,72.77,broken clouds,18.6667,105.6667,Khách Sạn Thương Mại
